univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki
Institut Teknologi Sepuluh Nopember,Khairul Munadi,-,-,-,-
Airlangga University,Khofifah Indar Parawansa,-,-,-,-
Universitas Indonesia,Komarudin,dosen,Universitas Negeri Jakarta,Rektor,-
Universitas Indonesia,Komarudin,dosen,Universitas Negeri Jakarta,rektor,-
Universitas Indonesia,Komarudin,pegawai negeri sipil,Universitas Negeri Jakarta,Rektor,-
Universitas Indonesia,Komarudin,pegawai negeri sipil,Universitas Negeri Jakarta,rektor,-
Universitas Negeri Jakarta,Komarudin,dosen,Universitas Negeri Jakarta,Rektor,-
Universitas Negeri Jakarta,Komarudin,dosen,Universitas Negeri Jakarta,rektor,-
Universitas Negeri Jakarta,Komarudin,pegawai negeri sipil,Universitas Negeri Jakarta,Rektor,-
Universitas Negeri Jakarta,Komarudin,pegawai negeri sipil,Universitas Negeri Jakarta,rektor,-
Institut Teknologi Bandung,Krismadinata,peneliti,Universitas Negeri Padang,Rektor,-
Institut Teknologi Bandung,Krismadinata,dosen,Universitas Negeri Padang,Rektor,-
Institut Teknologi Bandung,Krismadinata,pegawai negeri sipil,Universitas Negeri Padang,Rektor,-
Universitas Andalas,Krismadinata,peneliti,Universitas Negeri Padang,Rektor,-
Universitas Andalas,Krismadinata,dosen,Universitas Negeri Padang,Rektor,-
Universitas Andalas,Krismadinata,pegawai negeri sipil,Universitas Negeri Padang,Rektor,-
Universitas Gadjah Mada,Kristiarto Legowo,-,-,-,-
Institut Teknologi Bandung,Kun Wardana Abyoto,Politician,-,-,-
Institut Teknologi Bandung,Kun Wardana Abyoto,Academic,-,-,-
Institut Teknologi Bandung,Kun Wardana Abyoto,Academic staff,-,-,-
Institut Teknologi Bandung,Kun Wardana Abyoto,-,-,-,-
Trisakti University,Kun Wardana Abyoto,Politician,-,-,-
Trisakti University,Kun Wardana Abyoto,Academic,-,-,-
Trisakti University,Kun Wardana Abyoto,Academic staff,-,-,-
Trisakti University,Kun Wardana Abyoto,-,-,-,-
Diponegoro University,Kuncoro Giri Waseso,-,-,-,-
Institut Teknologi Bandung,Kuntoro Mangkusubroto,-,-,-,-
Institut Teknologi Bandung,Kuntoro Mangkusubroto,komisaris,Institut Teknologi Bandung,Advisors to the office,https://en.wikipedia.org/wiki/Kuntoro_Mangkusubroto
Institut Teknologi Bandung,Kuntoro Mangkusubroto,politikus,Institut Teknologi Bandung,Advisors to the office,https://en.wikipedia.org/wiki/Kuntoro_Mangkusubroto
Institut Teknologi Bandung,Kuntoro Mangkusubroto,komisaris,Institut Teknologi Bandung,Menteri Energi dan Sumber Daya Mineral Indonesia,https://en.wikipedia.org/wiki/Kuntoro_Mangkusubroto
Institut Teknologi Bandung,Kuntoro Mangkusubroto,politikus,Institut Teknologi Bandung,Menteri Energi dan Sumber Daya Mineral Indonesia,https://en.wikipedia.org/wiki/Kuntoro_Mangkusubroto
Universitas Indonesia,Kusmardiono,dosen,Universitas Indonesia,wakil rektor,-
Universitas Indonesia,Kusmardiono,pejabat pemerintahan,Universitas Indonesia,wakil rektor,-
Universitas Indonesia,Kusmardiono,dosen,Universitas Indonesia,wakil rektor,-
Institut Teknologi Bandung,Kusmayanto Kadiman,-,Institut Teknologi Bandung,Rector,-
Institut Teknologi Bandung,Kusmayanto Kadiman,Engineer,Institut Teknologi Bandung,Rector,-
Institut Teknologi Bandung,Kusmayanto Kadiman,Politician,Institut Teknologi Bandung,Rector,-
Institut Teknologi Bandung,Kusmayanto Kadiman,akademisi,Global Digital Niaga,komisaris,https://en.wikipedia.org/wiki/Kusmayanto_Kadiman
Institut Teknologi Bandung,Kusmayanto Kadiman,politikus,Global Digital Niaga,komisaris,https://en.wikipedia.org/wiki/Kusmayanto_Kadiman
Institut Teknologi Bandung,Kusmayanto Kadiman,akademisi,Global Digital Niaga,Rektor Institut Teknologi Bandung,https://en.wikipedia.org/wiki/Kusmayanto_Kadiman
Institut Teknologi Bandung,Kusmayanto Kadiman,politikus,Global Digital Niaga,Rektor Institut Teknologi Bandung,https://en.wikipedia.org/wiki/Kusmayanto_Kadiman
Institut Teknologi Bandung,Kusmayanto Kadiman,-,"Higher Education, Science And Technology",Ministry,-
Institut Teknologi Bandung,Kusmayanto Kadiman,Engineer,"Higher Education, Science And Technology",Ministry,-
Institut Teknologi Bandung,Kusmayanto Kadiman,Politician,"Higher Education, Science And Technology",Ministry,-
Institut Teknologi Bandung,Kusmayanto Kadiman,-,"Higher Education, Science, And Technology",Ministry,-
Institut Teknologi Bandung,Kusmayanto Kadiman,Engineer,"Higher Education, Science, And Technology",Ministry,-
Institut Teknologi Bandung,Kusmayanto Kadiman,Politician,"Higher Education, Science, And Technology",Ministry,-
Institut Teknologi Bandung,Kusmayanto Kadiman,akademisi,Institut Teknologi Bandung,Rektor,https://en.wikipedia.org/wiki/Kusmayanto_Kadiman
Institut Teknologi Bandung,Kusmayanto Kadiman,politikus,Institut Teknologi Bandung,Rektor,https://en.wikipedia.org/wiki/Kusmayanto_Kadiman
Institut Teknologi Bandung,Kusmayanto Kadiman,akademisi,Institut Teknologi Bandung,komisaris,https://en.wikipedia.org/wiki/Kusmayanto_Kadiman
Institut Teknologi Bandung,Kusmayanto Kadiman,politikus,Institut Teknologi Bandung,komisaris,https://en.wikipedia.org/wiki/Kusmayanto_Kadiman
Indonesia Institute of the Arts Yogyakarta,Kustiyah,-,-,-,-
Brawijaya University,La Nyalla Mattalitti,-,-,6,-
Brawijaya University,La Nyalla Mattalitti,Politician,-,6,-
Brawijaya University,La Nyalla Mattalitti,businessman,-,6,-
Brawijaya University,La Nyalla Mattalitti,-,-,Senator for East Java,-
Brawijaya University,La Nyalla Mattalitti,Politician,-,Senator for East Java,-
Brawijaya University,La Nyalla Mattalitti,businessman,-,Senator for East Java,-
Brawijaya University,La Nyalla Mattalitti,-,Football Association Of Indonesia,Chair,-
Brawijaya University,La Nyalla Mattalitti,Politician,Football Association Of Indonesia,Chair,-
Brawijaya University,La Nyalla Mattalitti,businessman,Football Association Of Indonesia,Chair,-
Institut Teknologi Bandung,Laksamana Sukardi,-,-,-,-
Universitas Gadjah Mada,Lalu Muhamad Iqbal,-,-,-,-
Universitas Gadjah Mada,Lalu Muhamad Iqbal,Politician,-,-,-
Universitas Gadjah Mada,Lalu Muhamad Iqbal,diplomat,-,-,-
Muhammadiyah University of Yogyakarta,Lalu Muhamad Iqbal,-,-,-,-
Muhammadiyah University of Yogyakarta,Lalu Muhamad Iqbal,Politician,-,-,-
Muhammadiyah University of Yogyakarta,Lalu Muhamad Iqbal,diplomat,-,-,-
Atma Jaya Catholic University of Indonesia,Laura Basuki,Actress,-,-,-
Atma Jaya Catholic University of Indonesia,Laura Basuki,Gravure idol,-,-,-
Atma Jaya Catholic University of Indonesia,Laura Basuki,Model (person),-,-,-
Atma Jaya Catholic University of Indonesia,Laura Basuki,-,-,-,-
Atma Jaya Catholic University of Indonesia,Laura Basuki,-,-,-,-
Universitas Gadjah Mada,Laurentius Amrih Jinangkung,-,-,-,-
University of North Sumatra,Lesik Kati Ara,poet,-,-,-
State University of Surabaya,Lilies Handayani,-,-,-,-
Institut Teknologi Bandung,Lilik Hendrajaya,akademisi,Institut Teknologi Bandung,Rektor,-
Universitas Gadjah Mada,Lily Estelita Liana,National Narcotics Board,-,Puteri Indonesia,-
Universitas Gadjah Mada,Lily Estelita Liana,-,-,Puteri Indonesia,-
Universitas Gadjah Mada,Lily Estelita Liana,Doctor,-,Puteri Indonesia,-
Universitas Gadjah Mada,Lily Estelita Liana,Fashion Model,-,Puteri Indonesia,-
Universitas Gadjah Mada,Lily Estelita Liana,Beauty pageant titleholders,-,Puteri Indonesia,-
Universitas Gadjah Mada,Lily Estelita Liana,National Narcotics Board,-,Puteri Yogyakarta,-
Universitas Gadjah Mada,Lily Estelita Liana,-,-,Puteri Yogyakarta,-
Universitas Gadjah Mada,Lily Estelita Liana,Doctor,-,Puteri Yogyakarta,-
Universitas Gadjah Mada,Lily Estelita Liana,Fashion Model,-,Puteri Yogyakarta,-
Universitas Gadjah Mada,Lily Estelita Liana,Beauty pageant titleholders,-,Puteri Yogyakarta,-
Universitas Gadjah Mada,Lily Estelita Liana,National Narcotics Board,-,Puteri Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,-,-,Puteri Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Doctor,-,Puteri Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Fashion Model,-,Puteri Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Beauty pageant titleholders,-,Puteri Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,National Narcotics Board,-,Puteri Indonesia Pariwisata 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,-,-,Puteri Indonesia Pariwisata 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Doctor,-,Puteri Indonesia Pariwisata 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Fashion Model,-,Puteri Indonesia Pariwisata 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Beauty pageant titleholders,-,Puteri Indonesia Pariwisata 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,National Narcotics Board,-,Miss Supranational Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,-,-,Miss Supranational Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Doctor,-,Miss Supranational Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Fashion Model,-,Miss Supranational Indonesia 2014,-
Universitas Gadjah Mada,Lily Estelita Liana,Beauty pageant titleholders,-,Miss Supranational Indonesia 2014,-
Hasanuddin University,Lily Yulianti Farid,"Writer, scholar, cultural activist.",-,-,-
Parahyangan Catholic University,Listiana Operananta,-,-,-,-
Universitas Indonesia,Listyo Sigit Prabowo,pejabat polisi,Kepolisian Negara Republik Indonesia,Kepala,https://en.wikipedia.org/wiki/Listyo_Sigit_Prabowo
Universitas Indonesia,Listyo Sigit Prabowo,petugas polisi,Kepolisian Negara Republik Indonesia,Kepala,https://en.wikipedia.org/wiki/Listyo_Sigit_Prabowo
Universitas Indonesia,Listyo Sigit Prabowo,pejabat polisi,Kepolisian Negara Republik Indonesia,Kepala Kepolisian Resor Kabupaten Pati,https://en.wikipedia.org/wiki/Listyo_Sigit_Prabowo
Universitas Indonesia,Listyo Sigit Prabowo,petugas polisi,Kepolisian Negara Republik Indonesia,Kepala Kepolisian Resor Kabupaten Pati,https://en.wikipedia.org/wiki/Listyo_Sigit_Prabowo
Indonesian Military Academy,Lodewijk Freidrich Paulus,-,-,-,-
Universitas Gadjah Mada,Lolo Soetoro,-,-,-,-
Hasanuddin University,Longki Djanggola,-,-,-,-
University of National Education,Longuinhos Monteiro,-,-,-,-
Indonesian Military Academy,Luhut Binsar Pandjaitan,-,-,-,-
Sam Ratulangi University,Lukas Enembe,-,-,-,-
University of Riau,Lukman Hakim Siregar,-,-,-,-
Universitas Hasanuddin,Lutfi Rauf,career diplomat,Kementerian Luar Negeri,Ambassador,-
Universitas Hasanuddin,Lutfi Rauf,pegawai negeri sipil,Kementerian Luar Negeri,Ambassador,-
Universitas Hasanuddin,Lutfi Rauf,career diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Mesir,-
Universitas Hasanuddin,Lutfi Rauf,pegawai negeri sipil,Kementerian Luar Negeri,Duta Besar Indonesia untuk Mesir,-
Universitas Hasanuddin,Lutfi Rauf,career diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Thailand,-
Universitas Hasanuddin,Lutfi Rauf,pegawai negeri sipil,Kementerian Luar Negeri,Duta Besar Indonesia untuk Thailand,-
Universitas Indonesia,M. Rozy Munir,diplomat,Universitas Indonesia,duta besar,https://en.wikipedia.org/wiki/Rozy_Munir
Universitas Islam Jakarta,Ma'ana Hasnuty,ulama,Universitas Islam Negeri Sjech M. Djamil Djambek Bukittinggi,anggota DPR-RI,-
Universitas Udayana,Made Sri Satyawati,pengurus akademik,Universitas Udayana,dekan,-
Universitas Udayana,Made Sri Satyawati,ahli bahasa,Universitas Udayana,dekan,-
Universitas Udayana,Made Sri Satyawati,dosen,Universitas Udayana,dekan,-
Universitas Udayana,Made Sri Satyawati,pejabat pemerintahan,Universitas Udayana,dekan,-
Universitas Udayana,Made Sri Satyawati,Guru,Universitas Udayana,dekan,-
Universitas Gadjah Mada,Mahfud MD,kandidat politik,Kementerian Komunikasi dan Digital,Menteri Pertahanan,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,pegawai negeri sipil,Kementerian Komunikasi dan Digital,Menteri Pertahanan,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,Hakim,Kementerian Komunikasi dan Digital,Menteri Pertahanan,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,kandidat politik,Kementerian Komunikasi dan Digital,Daftar Ketua Mahkamah Konstitusi Indonesia,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,pegawai negeri sipil,Kementerian Komunikasi dan Digital,Daftar Ketua Mahkamah Konstitusi Indonesia,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,Hakim,Kementerian Komunikasi dan Digital,Daftar Ketua Mahkamah Konstitusi Indonesia,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,kandidat politik,Kementerian Komunikasi dan Digital,Menteri Koordinator Bidang Politik dan Keamanan,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,pegawai negeri sipil,Kementerian Komunikasi dan Digital,Menteri Koordinator Bidang Politik dan Keamanan,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,Hakim,Kementerian Komunikasi dan Digital,Menteri Koordinator Bidang Politik dan Keamanan,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,kandidat politik,Kementerian Komunikasi dan Digital,Menteri Hukum dan Hak Asasi Manusia Republik Indonesia,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,pegawai negeri sipil,Kementerian Komunikasi dan Digital,Menteri Hukum dan Hak Asasi Manusia Republik Indonesia,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,Hakim,Kementerian Komunikasi dan Digital,Menteri Hukum dan Hak Asasi Manusia Republik Indonesia,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,kandidat politik,Kementerian Komunikasi dan Digital,Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,pegawai negeri sipil,Kementerian Komunikasi dan Digital,Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,https://en.wikipedia.org/wiki/Mahfud_MD
Universitas Gadjah Mada,Mahfud MD,Hakim,Kementerian Komunikasi dan Digital,Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,https://en.wikipedia.org/wiki/Mahfud_MD
Institut Teknologi Bandung,Mahmud Sudibandriyo,-,-,-,-
Andalas University,Mahyeldi Ansharullah,-,-,-,-
Universitas Gadjah Mada,Makarim Wibisono,-,-,-,-
State University of Medan,Manahan Sitompul,-,-,-,-
Institut Teknologi Bandung,Mananti Sitompul,Politician,-,-,-
Institut Teknologi Bandung,Mananti Sitompul,-,-,-,-
Sam Ratulangi University,Marcellino Lefrandt,-,-,-,-
Sam Ratulangi University,Marcellino Lefrandt,-,-,-,-
Sam Ratulangi University,Marcellino Lefrandt,Actor,-,-,-
Sam Ratulangi University,Marcellino Lefrandt,lecturer,-,-,-
Trisakti University,Marga T,Author,-,-,-
Universitas Indonesia,Maria Farida Indrati,pegawai negeri sipil,Mahkamah Konstitusi Republik Indonesia,Hakim,https://en.wikipedia.org/wiki/Maria_Farida_Indrati
Universitas Indonesia,Maria Farida Indrati,Hakim,Mahkamah Konstitusi Republik Indonesia,Hakim,https://en.wikipedia.org/wiki/Maria_Farida_Indrati
Universitas Indonesia,Maria Farida Indrati,pegawai negeri sipil,Universitas Indonesia,Hakim,https://en.wikipedia.org/wiki/Maria_Farida_Indrati
Universitas Indonesia,Maria Farida Indrati,Hakim,Universitas Indonesia,Hakim,https://en.wikipedia.org/wiki/Maria_Farida_Indrati
Trisakti University,Maria Harfanti,-,-,Julia Morley,-
Trisakti University,Maria Harfanti,-,-,Miss Indonesia,-
Trisakti University,Maria Harfanti,-,-,Miss World 2015,-
Trisakti University,Maria Harfanti,-,-,Miss Indonesia 2015,-
Trisakti University,Maria Harfanti,-,-,Beauty with a Purpose,-
Trisakti University,Maria Harfanti,-,Beauty Winners,Miss world continental queen,-
Sultan Syarif Kasim II State Islamic University,Mariam Abdul Rashid,Politician,-,-,-
Jakarta Theological Seminary,Marianne Katoppo,-,-,-,-
Jakarta Theological Seminary,Marianne Katoppo,-,-,-,-
Jakarta Theological Seminary,Marianne Katoppo,Novelist,-,-,-
Jakarta Theological Seminary,Marianne Katoppo,Theologian,-,-,-
Brawijaya University,Mariano Sabino Lopes,-,-,-,-
State University of Malang,Mario Teguh,-,-,-,-
State University of Malang,Mario Teguh,Businessman,-,-,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,-,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,-,-
Sriwijaya University,Marisa Sartika Maladewi,Beauty pageant titleholder,-,-,-
Sriwijaya University,Marisa Sartika Maladewi,Supermodel,-,-,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,Puteri Indonesia,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,Puteri Indonesia,-
Sriwijaya University,Marisa Sartika Maladewi,Beauty pageant titleholder,-,Puteri Indonesia,-
Sriwijaya University,Marisa Sartika Maladewi,Supermodel,-,Puteri Indonesia,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,Puteri South Sumatra,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,Puteri South Sumatra,-
Sriwijaya University,Marisa Sartika Maladewi,Beauty pageant titleholder,-,Puteri South Sumatra,-
Sriwijaya University,Marisa Sartika Maladewi,Supermodel,-,Puteri South Sumatra,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,Puteri Indonesia 2013,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,Puteri Indonesia 2013,-
Sriwijaya University,Marisa Sartika Maladewi,Beauty pageant titleholder,-,Puteri Indonesia 2013,-
Sriwijaya University,Marisa Sartika Maladewi,Supermodel,-,Puteri Indonesia 2013,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,(Best National Costume),-
Sriwijaya University,Marisa Sartika Maladewi,-,-,Miss International 2013,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,(Best National Costume),-
Sriwijaya University,Marisa Sartika Maladewi,-,-,Miss International 2013,-
Sriwijaya University,Marisa Sartika Maladewi,Beauty pageant titleholder,-,(Best National Costume),-
Sriwijaya University,Marisa Sartika Maladewi,Beauty pageant titleholder,-,Miss International 2013,-
Sriwijaya University,Marisa Sartika Maladewi,Supermodel,-,(Best National Costume),-
Sriwijaya University,Marisa Sartika Maladewi,Supermodel,-,Miss International 2013,-
Sriwijaya University,Marisa Sartika Maladewi,-,-,(Miss Beauty with Voice),-
Sriwijaya University,Marisa Sartika Maladewi,-,-,(Miss Beauty with Voice),-
Sriwijaya University,Marisa Sartika Maladewi,Beauty pageant titleholder,-,(Miss Beauty with Voice),-
Sriwijaya University,Marisa Sartika Maladewi,Supermodel,-,(Miss Beauty with Voice),-
Sriwijaya University,Marisa Sartika Maladewi,-,-,(Puteri Indonesia Lingkungan),-
Sriwijaya University,Marisa Sartika Maladewi,-,-,(Puteri Indonesia Lingkungan),-
Sriwijaya University,Marisa Sartika Maladewi,Beauty pageant titleholder,-,(Puteri Indonesia Lingkungan),-
Sriwijaya University,Marisa Sartika Maladewi,Supermodel,-,(Puteri Indonesia Lingkungan),-
Atma Jaya Catholic University of Indonesia,Marissa Anita,-,-,-,-
Atma Jaya Catholic University of Indonesia,Marissa Anita,-,-,-,-
Atma Jaya Catholic University of Indonesia,Marissa Anita,Journalist,-,-,-
Atma Jaya Catholic University of Indonesia,Marissa Anita,actress,-,-,-
Atma Jaya Catholic University of Indonesia,Marissa Anita,presenter,-,-,-
"Atma Jaya University, Yogyakarta",Marissa Haque,-,-,-,-
"Atma Jaya University, Yogyakarta",Marissa Haque,Actress,-,-,-
"Atma Jaya University, Yogyakarta",Marissa Haque,politician,-,-,-
"Atma Jaya University, Yogyakarta",Marissa Haque,singer,-,-,-
Universitas Gadjah Mada,Marissa Haque,-,-,-,-
Universitas Gadjah Mada,Marissa Haque,Actress,-,-,-
Universitas Gadjah Mada,Marissa Haque,politician,-,-,-
Universitas Gadjah Mada,Marissa Haque,singer,-,-,-
IPB University,Marissa Haque,-,-,-,-
IPB University,Marissa Haque,Actress,-,-,-
IPB University,Marissa Haque,politician,-,-,-
IPB University,Marissa Haque,singer,-,-,-
Trisakti University,Marissa Haque,-,-,-,-
Trisakti University,Marissa Haque,Actress,-,-,-
Trisakti University,Marissa Haque,politician,-,-,-
Trisakti University,Marissa Haque,singer,-,-,-
Institut Teknologi Bandung,Marlis Rahman,dosen,Universitas Andalas,Rektor,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marlis Rahman,ahli biologi,Universitas Andalas,Rektor,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marlis Rahman,politikus,Universitas Andalas,Rektor,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,dosen,Universitas Andalas,Rektor,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,ahli biologi,Universitas Andalas,Rektor,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,politikus,Universitas Andalas,Rektor,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marlis Rahman,dosen,Universitas Andalas,Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marlis Rahman,ahli biologi,Universitas Andalas,Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marlis Rahman,politikus,Universitas Andalas,Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,dosen,Universitas Andalas,Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,ahli biologi,Universitas Andalas,Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,politikus,Universitas Andalas,Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marlis Rahman,dosen,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marlis Rahman,ahli biologi,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marlis Rahman,politikus,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,dosen,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,ahli biologi,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Universitas Andalas,Marlis Rahman,politikus,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,https://en.wikipedia.org/wiki/Marlis_Rahman
Institut Teknologi Bandung,Marsudi Wahyu Kisworo,Professor,-,-,-
Parahyangan Catholic University,Maruarar Sirait,Politican,-,-,-
Indonesian Military Academy,Maruli Simanjuntak,-,-,-,-
State University of Jakarta,Maryam March Maharani,-,-,Flagbearer for,-
Parahyangan Catholic University,Marzuki Darusman,Lawyer,-,-,-
Indonesia Open University,Maulwi Saelan,-,Football Association Of Indonesia,Chairman,-
Indonesia Open University,Maulwi Saelan,-,Indonesia,Football association,-
Universitas Padjadjaran,Mayerfas,career diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Belanda,https://en.wikipedia.org/wiki/Mayerfas
Universitas Padjadjaran,Mayerfas,pegawai negeri sipil,Kementerian Luar Negeri,Duta Besar Indonesia untuk Belanda,https://en.wikipedia.org/wiki/Mayerfas
University of Mataram,Mesir Suryadi,-,-,-,-
Diponegoro University,Michael Bambang Hartono,Como 1907,-,-,-
Diponegoro University,Michael Bambang Hartono,Bank Central Asia,-,-,-
Diponegoro University,Michael Bambang Hartono,Djarum,-,-,-
Diponegoro University,Michael Bambang Hartono,-,-,-,-
Diponegoro University,Michael Bambang Hartono,"Co-owner of Djarum, BCA and Como 1907",-,-,-
Diponegoro University,Mirza Nurhidayat,-,-,-,-
Institut Teknologi Bandung,Mochtar Apin,Lecturer,-,-,-
Institut Teknologi Bandung,Mochtar Apin,Painter,-,-,-
Institut Teknologi Bandung,Mochtar Apin,-,-,-,-
Universitas Indonesia,Mochtar Kusumaatmadja,dosen,Universitas Indonesia,Menteri Luar Negeri,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Indonesia,Mochtar Kusumaatmadja,diplomat,Universitas Indonesia,Menteri Luar Negeri,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Indonesia,Mochtar Kusumaatmadja,politikus,Universitas Indonesia,Menteri Luar Negeri,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Indonesia,Mochtar Kusumaatmadja,pengacara,Universitas Indonesia,Menteri Luar Negeri,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Padjadjaran,Mochtar Kusumaatmadja,dosen,Universitas Indonesia,Menteri Luar Negeri,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Padjadjaran,Mochtar Kusumaatmadja,diplomat,Universitas Indonesia,Menteri Luar Negeri,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Padjadjaran,Mochtar Kusumaatmadja,politikus,Universitas Indonesia,Menteri Luar Negeri,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Padjadjaran,Mochtar Kusumaatmadja,pengacara,Universitas Indonesia,Menteri Luar Negeri,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Indonesia,Mochtar Kusumaatmadja,dosen,Universitas Indonesia,Menteri Hukum dan Hak Asasi Manusia Republik Indonesia,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Indonesia,Mochtar Kusumaatmadja,diplomat,Universitas Indonesia,Menteri Hukum dan Hak Asasi Manusia Republik Indonesia,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Indonesia,Mochtar Kusumaatmadja,politikus,Universitas Indonesia,Menteri Hukum dan Hak Asasi Manusia Republik Indonesia,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
Universitas Indonesia,Mochtar Kusumaatmadja,pengacara,Universitas Indonesia,Menteri Hukum dan Hak Asasi Manusia Republik Indonesia,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja
